osm_id,name,lon,lat
2431922193,Zmarzliny,18.2404706087884,49.9460101801082
2892310548,Mlékárna Čeladenka,18.3511375720687,49.5424679705968
5592784828,,18.346550774228,49.6711142733095
5673605297,"Zmrzlina u ""Macíka""",18.372181595746,49.7556698885006
4922754175,Potraviny,18.3300531242036,49.9189214130525
3437639788,Lody Tradycyjne,18.6307542840945,49.7491492756226
5019956724,,18.6758934593116,49.6696492077339
5019978231,,18.6828159667226,49.6630362131129
5019974721,,18.6807961946378,49.6644246107008
3735611386,Maryša,18.6973302264312,49.6582389648659
1797189360,,14.0437199169659,50.6599017096254
5703221992,ICE DRIVE,14.5032920874406,50.7057365101233
2449256821,Zmrzlina,14.5905583867272,50.7406305722783
3698402339,Zmrzlina,14.5907722755964,50.7444930818097
4840371465,,14.5557999632703,50.9539999694251
4874670332,,15.1706932718205,50.723723406265
4992752418,,15.1779590255015,50.7319912841798
4992753991,,15.1820972945209,50.7337844042234
4281266850,Kiosk,15.3112232894169,50.7431034632136
4281266851,Kiosk,15.3523436715475,50.8118534824541
